"","h_type","h_ownership","h_es","h_ehr","h_rating","h_mortality","h_soc","h_ra","h_pex","h_eoc","h_toc","h_imaging"
"138","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Below the national average'","'Same as the national average'"
"139","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"140","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"141","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"142","'Acute Care Hospitals'","'Voluntary non-profit - Church'","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'"
"143","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"144","'Acute Care Hospitals'","Proprietary","No","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Same as the national average'"
"145","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"146","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"147","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Not Available'","'Above the national average'","'Below the national average'","'Same as the national average'","'Above the national average'","'Not Available'"
"148","'Acute Care Hospitals'","'Voluntary non-profit - Private'","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Below the national average'"
"149","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Not Available'","'Same as the national average'","'Not Available'","'Above the national average'","'Above the national average'","'Not Available'","'Not Available'"
"150","'Acute Care Hospitals'","'Voluntary non-profit - Other'","Yes","Y","HHQ","'Above the national average'","'Below the national average'","'Above the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Above the national average'"
"151","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Same as the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'","'Same as the national average'","'Not Available'"
"152","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Above the national average'","'Above the national average'","'Below the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Same as the national average'"
"153","'Acute Care Hospitals'","Proprietary","Yes","Y","HHQ","'Same as the national average'","'Same as the national average'","'Above the national average'","'Below the national average'","'Same as the national average'","'Below the national average'","'Not Available'"
"154","'Acute Care Hospitals'","Proprietary","No","Y","HHQ","'Above the national average'","'Above the national average'","'Same as the national average'","'Not Available'","'Same as the national average'","'Not Available'","'Not Available'"
